127.0.0.1 - - [03/Oct/2021:18:38:44 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:11:33 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:11:33 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:11:33 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/style2.css HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:11:44 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:11:44 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:11:44 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/style2.css HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:11:45 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:11:45 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/style2.css HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:11:45 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:11:45 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:11:45 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/style2.css HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:11:45 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:12:14 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 200 3660
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:12:14 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:12:14 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:12:15 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:12:15 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:12:15 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:13:05 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 200 3660
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:13:05 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:13:05 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 271
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:13:24 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:13:24 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:13:24 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 271
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:15:40 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:17:04 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:17:04 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:17:04 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:17:59 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:17:59 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:17:59 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 620
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:14 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:14 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:14 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 626
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:14 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:14 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:14 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:27 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:27 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:27 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:27 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:27 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:42 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:42 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:42 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 632
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:19:02 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:19:02 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:19:02 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 620
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:20:28 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:20:28 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:20:28 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 724
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:20:48 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:20:48 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:20:48 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 724
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:20:56 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:20:56 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:20:56 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 724
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:21:27 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:21:27 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:21:27 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 756
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:21:28 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:21:28 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:21:28 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:23:05 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:23:05 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:23:05 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 848
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:24:54 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 200 3660
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:24:54 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:24:54 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:25:35 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:25:35 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:25:35 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:25:58 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:25:58 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:25:58 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 868
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:26:04 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:26:04 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:26:04 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:27:44 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:27:44 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:27:44 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 937
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:28:52 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:28:52 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:28:52 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:29:12 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:29:12 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:29:12 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 987
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:37:35 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:37:35 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:37:35 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 1487
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:37:40 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:37:40 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:37:40 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:38:17 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:38:17 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:38:17 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 1487
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:40:02 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:40:02 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:40:02 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 1619
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:40:06 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:40:06 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:40:06 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:41:58 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:41:58 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:41:58 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 1747
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:42:48 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:42:48 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:42:48 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 1809
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:43:26 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:43:26 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:43:26 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 1839
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:44:43 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:44:43 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:44:43 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 1950
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:44:53 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:44:53 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:44:53 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 1956
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:45:25 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:45:25 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:45:25 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 1974
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:45:28 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:45:28 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:45:28 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:46:03 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:46:03 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:46:03 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 2023
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:46:15 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:46:15 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:46:15 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 304 -
